id,contenidos
IEM2206,"*Máquinas Sincrónicas 
**Alternador Sincrónico 
***Principio de funcionamiento
***Construcción de las partes principales.
***Tipos de rotor
***Sistemas de control de máquinas sincrónicas
***Excitación de alternadores (Con escobillas, sin escobillas)
***Principios de funcionamiento y curva de magnetización.
***Modelo en régimen permanente y diagramas fasoriales.
***Ecuaciones para modelado
***Inductancias propias de la máquina sincrónica
***Transformación de Park
***Diagramas fasoriales
***Ecuaciones de Potencia activa y reactiva
***Límites de estabilidad
***Sistema pu de la máquina sincrónica
***Alternador en funcionamiento aislado.
***Regulación de tensión y factor de potencia.
***Saturación de la máquina sincrónica
***Características de saturación de circuito abierto
***Características de saturación del entrehierro y cortocircuito.
***Pérdidas eléctricas, mecánicas, magnéticas y eficiencia.
***Modelado de saturación en sistemas de potencia (S1.0 y S1.2)
***Curva de capacidad de la máquina
***Generadores operando en paralelo de forma aislada.
***enerador en funcionamiento en una red de potencia infinita.
***Análisis de generadores considerando: efecto del gobernador y efecto de la excitación.
***Operación del generador conectada a una barra infinita.
**Motor Sincrónico 
***Principio de funcionamiento.
***Modelo en régimen permanente y diagramas fasoriales.
***Par desarrollado.
***Curvas V y control del factor de potencia.
***Pérdidas eléctricas, mecánicas, magnéticas y eficiencia
***Datos de placa.
***Condensador sincrónico. 
*Máquinas de Corriente Directa 
**Principio de Funcionamiento
***Principio de funcionamiento
***Partes constructivas (estator, rotor, colector, escobillas, etc.)
***Modelo matemático de flujos y corrientes de devanados
***Tensión inducida en una espira giratoria
***Par inducido por una espira giratoria
**Conmutación (2 horas, ½ semana)
***El proceso de conmutación
***Problemas de conmutación
***Desplazamiento de escobillas, interpolos y devanados de compensación
**Generador de Corriente Directa 
***Construcción.
***Principio de funcionamiento.
***Generación en una espira.
***Generación en una armadura.
***Conmutación.
***Reacción de armadura.
***Métodos para disminuir la reacción de armadura.
***Desplazamiento de escobillas.
***Polos de conmutación.
***Bobinados de compensación.
***Método de excitación de campo.
***Generador excitación independiente.
***Características.
***Generador auto excitadas:
***Conexión Shunt.
***Conexión Serie.
***Conexión Compuesto-acumulativa.
***Conexión Compuesto diferencial.
***Eficiencia.
***Datos de placa.
***Escobillas.
**Motores de Corriente Directa
***Principio de funcionamiento.
***Producción de par y circuito equivalente.
***Motor excitación independiente.
***Motor excitación paralela (Shunt).
***Motor excitación serie.
***Motor excitación compuesta acumulativa.
***Motor excitación compuesta diferencial.
***Eficiencia.
***Control de velocidad.
***Datos de placa.
**Maquinas Eléctricas Especiales
***Motor Universal
***Servomotores
***Motor a pasos
***Motores LinealeS"
IEM2207,"*Centrales y Subestaciones (12 horas)
**Centrales Eléctricas
**Tipos de Centrales Eléctricas
**Generador Sincrónico: Modelo y Parámetros
**Transformador de Potencia: Modelo y Parámetros
**Subestaciones eléctricas
**Cargas Estáticas y dinámicas
*Elementos Estáticos de la Red Eléctrica (4 horas)
**Líneas aéreas
**Líneas subterráneas
**Resistencia, Inductancia, Capacitancia y Conductancia de la línea de transmisión.
**Modelado de la línea de transmisión.
*Desempeño del sistema de potencia (8 horas)
**Sistema p.u.
**Modelo de la línea corta
**Modelo de la línea media
**Modelo de la línea larga
*Métodos de Flujos de Potencia (8 horas)
**Planteamiento del problema de flujo de potencia
**Métodos Numéricos para la solución de Flujos de Potencia
**Newton Rapson
**Desacoplado
**Flujo de potencia DC
*Análisis de Fallas y estudio de cortocircuito (12 horas)
**Planteamiento del problema de cortocircuito
**Componentes Simétricos 
**Síntesis de vectores desequilibrados a partir de componentes simétricos
**Operadores, Componentes simétricos de vectores asimétricos
**Potencia en función de los componentes simétricos
**Impedancias de Secuencia, Redes de secuencia
**Fallas NO Simétricas 
**Análisis de fallas monofásicas, bifásicas y trifásicas
**Interpretación de las redes de secuencia interconectadas
**Análisis de fallas asimétricas utilizando la matriz de impedancias de barras
*Operación Económica de los Sistemas de Potencia (4 horas)
**Distribución de cargas entre unidades de una misma central
**Pérdidas de transmisión en función de la producción, Cálculo de los coeficientes de pérdidas, Distribución de la carga entre centrales
**Factores de penalización
**Mercado Eléctrico Regional
*Análisis de Condiciones de Inestabilidad de la Red (4 horas)
**Sobretensiones por descargas atmosféricas 
**Origen de las descargas atmosféricas, Campo eléctrico
**Variaciones del campo eléctrico y formación de rayos
**Pararrayos y zonas de protección, Modelo electro-geométrico
**Parámetros eléctricos de las descargas, Energía descargada
**Blindaje
**Sobretensiones por maniobra
**Sobretensiones temporales, Sobretensiones de frente lento
**Sobretensiones de frente rápido, Sobretensiones de frente muy rápido
**Mecanismos de protección, Perturbaciones de baja frecuencia
**Perturbaciones de Alta Frecuencia, Problemas por Baja tensión
*Estabilidad Transitoria (12 horas) 
**El problema de estabilidad
**Estabilidad en régimen permanente
**Estabilidad en régimen transitorio
**Ecuación de oscilación
**Realizar ejercicio de estabilidad transitoria
**Principios de Regulación de tensión y frecuencia en un sistema Interconectado"
IEM2208,"*Tipos de instalaciones eléctricas en baja tensión (2 horas)
**Circuito monofásico trifilar.
**Circuitos trifásicos.
*Selección de Conductores (8 horas)
**Según su aplicación 
**Según la ampacidad
**Según la caída de voltaje
**Según la temperatura de operación y temperatura ambiente.
**Según el número de Conductores
**Según se encuentre al aire libre o en canalizaciones
**Otros criterios
*Cálculo de Circuitos Ramales para diferentes tipos de Cargas Eléctricas (8 horas)
**Selección de conductores vivos, neutros y conductores de puesta a tierra
**Factores de demanda
**Selección de protecciones térmicas y termomagnéticas
*Seguridad en Instalaciones Eléctricas y Puesta a Tierra (4 horas)
**Tolerancia del ser humano a la electricidad, tiempo y niveles máximos de exposición, el tiempo máximo permitido para el funcionamiento de las protecciones.
**Puesta a tierra y operación de las protecciones.
**Puesta a tierras y neutro, conexión según NEC
**Cálculo del conductor de puesta a tierra y del conductor del electrodo de puesta a tierra
**Diferentes sistemas de puesta a tierra. 
*Dimensionamiento de Alimentadores y acometidas para diferentes tipos de Cargas Eléctricas. (8 horas)
**Conceptos de carga instalada, carga demandada, factor de carga y manejo de carga.
**Factores de simultaneidad y diversidad
**Dimensionamiento de Acometidas (áreas y subterráneas) y Transformadores 
**Selección de conductores vivos, neutros y conductores de puesta a tierra
**Selección de protecciones térmicas y termomagnéticas 
**Dimensionamiento del transformador y su cargabilidad según IEEE
**Protección de Transformadores 
*Corrección del Factor de Potencia (4 horas)
**Importancia.
**Opciones de corrección (instalación de un banco capacitores o capacitor)
*Estudio de Corto Circuito (Cálculo manual) (8 horas)
**Teoría de la corriente simétrica y asimétrica al corto circuito.
**Métodos para realizar estudios de corto circuito en baja tención:
***Método de la Impedancia Equivalente.
***Método de los KVA´s equivalentes.
*Coordinación de protecciones (8 horas)
**Teoría y conceptos de la respuesta selectiva de las protecciones.
**Curvas características de las protecciones eléctricas.
*Principios de Luminotecnia y Diseño de Sistemas de Iluminación (8 horas)
**Teoría y conceptos de luminotecnia.
**Tipos de luminarias y sus datos técnicos.
**Métodos de diseño de iluminación:
***Lúmenes.
***Cavidades zonales.
***Punto por punto.
*Calidad de la Energía Eléctrica (2 horas)
**Niveles de calidad normados por la ARESEP en tensión, corriente, frecuencia, distorsión armónica, etc.
**Distorsión armónica, transitorios y métodos de mitigación de sus efectos
*Planos y Especificaciones (2 horas)
**Simbología.
**Normativa.
**Conformación de los planos."
IEM2255,"Laboratorio N°1: Circuito monofásico trifilar.
Laboratorio N°2: Medición de Potencia: Conexión en estrella balanceado y desbalanceado.
Laboratorio N°3: Medición de Potencia: Conexión en delta. Balanceado y desbalanceado.
Laboratorio N°4: Mejoramiento del Factor de Potencia en redes trifásicas.
Laboratorio N°5: Transformador monofásico (Polaridad y Saturación)
Laboratorio N°6: Transformador monofásicos (Regulación de tensión).
Laboratorio N°7: Autotransformadores y Pruebas de corto y circuito abierto.
Laboratorio N°8 Conexiones Trifásicas de transformadores
Laboratorio N°9 Conexión de devanados estatóricos
Laboratorio N°10: Motor trifásico de jaula de ardilla y rotor devanado
Laboratorio N°11 Control de velocidad con VFD
Laboratorio N°12 Motores monofásicos de inducción con doble capacitor.
Laboratorio N°13 Pruebas de rotor bloqueado en motor trifásico de inducción.
Laboratorio N°14 Generador asincrónico."
IEM2256,"Laboratorio N°1: Alternadores sincrónicos Aislado
Laboratorio N°2: Pruebas de Máquina Sincrónica (Reactancia y Resistencia armadura)
Laboratorio N°3 Curva de Capacidad del Alternador
Laboratorio N°4: Alternador Sincrónico en RED
Laboratorio N°5 Motores sincrónicos curvas en V
Laboratorio N°6 Motor sincrónico condensador sincrónico
Máquinas de Corriente Directa
Laboratorio N°7 Generador Corriente Directa Conexión Shunt e independiente
Laboratorio N°8 Generador Corriente Directa Conexión Compuesta
Laboratorio N°9 Motor Corriente Directa Conexión Shunt
Laboratorio N°10 Motor Corriente Directa Conexión Compuesta
Laboratorio N°11 Motor Corriente Directa Métodos Control de Velocidad
Máquinas especiales
Laboratorio N°12 Motor a pasos
Laboratorio N°13 Servomotor
Laboratorio N°14 Motor universal"
IEM2301,"*Señales eléctricas y sus mediciones
**Medición directa e indirecta
**Valores rms, medio, eficaz
*Características estáticas de los sensores
**Conceptos de Sensibilidad y Resolución del sensor
**Conceptos de Intervalo y Alcance de la medición
**Índice de protección de los sensores
**Incertidumbre de una medición
**Definición de error
**Error exactitud y error de precisión
**Tipo de errores de medición
***Error de repetición por dos procesos de calibración
***Error de histéresis
***Error de zonas muertas
***Error por no linealidad
***Otros errores. Ejemplo: error de fluencia (creep error)
*Sensores industriales discretos de presencia
**Tipos de sensores discretos: inductivos, capacitivos, fotoeléctricos, ultrasónicos  y mecánicos
**Materiales que detectan según la tecnología usada
**Voltaje de alimentación de sensores
**Conexiones eléctricas de sensores tipo PNP, NPN
**Código de colores del cableado
**Instalación, montaje de sensores
**Rangos de operación, limitaciones y errores presentes
*Características dinámicas en el tiempo de los sensores 
**Tiempo de subida, tiempo de asentamiento, tiempo al pico, tiempo de retardo, sobrelongación
**Sensores de orden cero
**Sensores de orden uno
**Sensores de orden dos 
**Respuesta en el tiempo  de cada tipo de sensor
**Ejemplos de cada tipo de sensor
*Sensores con funcionamiento resistivo
**Tipos de sensores con principio resistivo:
***Potenciómetros
***Galgas de fuerza
***Sensores de temperatura RTD
***Termistores
***Magneto resistores
***Fotorresistencias LDR
***Hidrómetros resistivos
***Sensores de gas resistivos.
**Para cada tipo de sensor se estudia su modelo físico (ecuación)
**Para cada sensor se estudia sus aplicaciones
*Sensores con funcionamiento capacitivo
**Tipos de sensores con principio capacitivo:
***Sensores de capacitancia variable
***Sensores de capacitancia diferencial
**Para cada tipo de sensor se estudia su modelo físico (ecuación)
**Para cada sensor se estudia sus aplicaciones
*Sensores con funcionamiento electromagnético
**Tipos de sensores inductivos:
***Sensores de reluctancia variable
***Sensores de corrientes de Eddy
***Transformadores diferencial variable lineal (LVDT)
***Synchros, resolvers e Inductosyn
**Tipos de sensores con principio electromegnético:
***Sensores basados en la ley de Faraday
***Sensores basados en el efecto Hall
**Para cada tipo de sensor se estudia su modelo físico (ecuación)
**Para cada sensor se estudia sus aplicaciones industriales o en aeronaves
*Sensores autogeneradores
**Termocuplas
**Sensores pizoeléctricos
**Sensores piroeléctricos
**Sensores fotovoltaicos
**Para cada tipo de sensor se estudia su modelo físico (ecuación)
**Para cada sensor se estudia sus aplicaciones industriales o en aeronaves
*Otros Sensores 
**Codificadores incremental y absoluto (Encoders)
**Sensores basados en resonancia
**Sensores basados en juntas semiconductoras
**Sensores basados en ultrasonido
**Sensores de fibra óptica
**Biosensores
**Aplicaciones y ejemplos
*Actuadores eléctricos 
**Principios de funcionamiento de:
***Relés de estado sólido y mecánico
***Solenoides
***Piezoeléctricos
*Actuadores hidráulicos y neumáticos
**Tipo de válvulas solenoides para control de flujo"
IEM2302,"*Conceptos introductorios
**Tipos de señales y estímulos
**Sistemas y sus entradas y salidas
**Modelo de un sistema
**Concepto de transductor, sensor y actuador
**Sistemas de instrumentación basados en transductores
*Características estáticas
**Rango, salida a escala completa
**Sesgo de sensado e histeresis
**Exactitud y precisión
**Repetibilidad y reproducibilidad
**Linealidad y resolución
**Sensibilidad, saturación y banda muerta
**Valor real, error absoluto y error relativo
**Errores sistemáticos y aleatorios
*Características dinámicas 
**Error dinámico
**Rapidez de respuesta
**Función de transferencia
**Sistemas de orden cero
**Sistemas de primer y segundo orden
*Otras características
**Impedancia
**Ruido
**Ancho de banda
**Referencia de la señal
**Confiabilidad
*Adquisición de señales
**Conversión analógica-digital
**Muestreo, cuantización y codificación
**Tipos de convertidores A-D
**Propagación de errores
*Acondicionamiento de señales.
**Divisores de voltaje
**Puentes de Wheatstone
**Amplificadores diferenciales y de instrumentación 
**Interferencia
**Amplificadores de aislamiento
**Puente transformador
**Puente capacitivo
**Conmutación de capacitores
**Convertidores ca-cc
**Amplificador de portador
**Amplificador recortador
**Convertidores avanzados y de estado del arte
*Estucturas de datos 
**Cadenas
**Numéricos
**Boolenaos
**Arreglos
**Clústers
**Enums
**Mediciones multicanal y multimuestral
*Estructuras de ejecución
**While	
**For
**Case
**Túneles
*Protocolos de comunicación serial
**Comunicación serial básica entre dos dispositivos
**Tipos de comunicación serial
**Sensores I2C, SPI, UART y OneWire
**Control de instrumentos usando SCPI
**Introducción a las redes industriales
*Instrumentos virtuales
**Interfaz de LabView
**Aplicaciones modulares
**Documentación de programas
**Métodos de depuración de programas
**Accionamiento de actuadores "
IEM2303,"*Introducción al modelado y análisis de sistemas
**Introducción a la teoría general de sistemas 
**Importancia del análisis de sistemas en ingeniería
**Concepto de sistema
**Tipos de sistemas
**Variables de un sistema
**Concepto de modelo de un sistema 
**Tipos de modelos
**Obtención de los modelos
*Introducción al espacio de estados
**El concepto de estado
**Propiedades de las variables de estado 
**Linealidad e invarianza en el tiempo 
**Modelado en variables de estado
**Ecuación de estados y salidas
**Elección de las variables de estado
**Respuesta a entrada cero y respuesta a estado cero 
**La función de transferencia 
**La función de transferencia a partir de la respuesta a estado cero
**La ecuación característica del sistema 
**Función de transferencia para sistemas multivariables
**Relaciones entre los modelos matemáticos
*Representación gráfica de modelos
**Diagramas de bloques 
**Simplificación de diagramas de bloques
**El modelo en variables de estado a partir del diagrama de bloques
**Diagramas de flujo
**Propiedades de los diagramas de flujo
**Fórmula de Mason
*Caracterización en el dominio del tiempo
**Análisis de estabilidad
**Representación del retardo en sistemas lineales 
**Sistemas de primer orden 
**Sistemas de segundo orden
**Efecto de los ceros en el sistema
**Concepto de polos dominantes 
*Modelado analítico de sistemas
**Leyes fundamentales
**Balance de masa
**Balance de energía
**Conservación de la cantidad de movimiento
**Otras leyes de conservación
**La red generalizada
**Modelado de sistemas eléctricos
**Modelado de sistemas mecánicos traslacionales
**Modelado de sistemas mecánicos rotacionales
**Conversión entre traslación y rotación
**Modelado de Sistemas electromecánicos
**Modelado de motores DC
**Modelado de sistemas térmicos
**Modelado de sistemas hidráulicos
**Modelos estáticos
**Linealización
*Identificación de sistemas en el dominio del tiempo
**Descripción del problema
**Modelos utilizados en la identificación
**Métodos de identificación en el tiempo
*Análisis en el dominio de la frecuencia
**La respuesta en frecuencia
**El diagrama de Bode
**Aproximación asintótica del diagrama de Bode
**Obtención de la FT a partir del diagrama de Bode
**Diagrama Polar
*Análisis en el espacio de estados
**Transformación de los MVE
**Forma canónica de Jordan
**Análisis de controlabilidad
**Análisis de observabilidad
**Principio de dualidad
**Descomposición de Kalman"
IEM2304,"*Formulación de proyectos. (2 semanas)
**El estudio de proyectos.
***Definición y características de un proyecto.
***Generación de ideas de proyecto.
***Tipología de los proyectos (público-privado-investigación académica).
***Toma de decisiones asociadas a un proyecto.
***Antecedentes-Problema-Justificación-Objetivos-Metodología.
**Oportunidades de negocio e investigación.
***El proceso de identificación de oportunidades de negocio e investigación.
***Análisis del contexto local y del contexto internacional.
***Modelo de negocio.
***Estrategias de implementación.
*Presupuestos electromecánicos. (2 semanas)
**Construcción de presupuestos electromecánicos.
***Creación de herramientas para desarrollar presupuestos.
***Casos de estudio de presupuestos.
*Evaluación de proyectos. (4 semanas)
**Alcances del estudio de proyectos.
***Perfil, prefactibilidad, factibilidad.
***Estudios de viabilidad de un proyecto.
**Técnicas de proyección del mercado.
***Métodos cualitativos y modelos causales para proyección de mercado.
**Evaluación financiera de proyectos.
***Estimación de costos asociados a un proyecto.
***Estimación de capital de trabajo.
***Construcción de flujos de caja.
***Estimación de horizontes de evaluación.
***Estimación de tasas de descuento para proyectos.
***Determinación de puntos de equilibrio.
***Criterios financieros de evaluación de proyectos.
*Gestión de proyectos. (7 semanas)
**Fundamentos de la gestión de proyectos.
***Ciclo de vida de un proyecto.
***Integración de proyectos con el plan estratégico.
**Estimación de costos y tiempos del proyecto.
***Lineamientos por seguir en la estimación de costos, tiempos y recursos.
***Estimación ascendente/descendente y métodos para cálculo de costos y tiempos del proyecto.
**Construcción de redes de proyectos.
***Desarrollo de la red para el proyecto.
***Construcción de una red de proyecto.
***Proceso de cálculo de la red de proyecto.
*Nuevas tendencias en formulación y administración de proyectos. (1 semana)
**Agile Project Management.
***Metodologías tradicionales vs. Metodologías ágiles para administración de proyectos."
IEM2305,"*Introducción a la Ingeniería Electromecánica. (5 semanas)
**Fundamentos de ingeniería electromecánica y estrategias de mantenimiento. 3h
**Mantenimiento Centrado en la Confiabilidad (RCM). 3h
**Indicadores de Mantenibilidad,Confiabilidad y Disponibilidad.3h
**Conceptos básicos de sistemas y su aplicación en ingeniería electromecánica.3h
**Introducción a los estándares y enfoques de INCOSE en gestión de sistemas. 3h
*Procesos de Ingeniería de Sistemas. (3 semanas)
**Ciclo de vida del sistema según INCOSE.6h
**Procesos de ingeniería de sistemas según INCOSE. 2h
**Documentación y gestión de requisitos en ingeniería electromecánica. 1h
*Gestión de Riesgos y Fiabilidad. (2 semanas)
**Identificación y evaluación de riesgos en sistemas electromecánicos.1h
**Métodos de mitigación y gestión de riesgos. 2h
**Análisis de fiabilidad y mantenibilidad.3h
*Integración de Sistemas. (2 semanas)
**Estrategias de integración de sistemas electromecánicos.3h
**Coordinación de subsistemas.3h
*Verificación y Validación de Sistemas. (3 semanas)
**Planificación de verificación y validación. 3 h
**Técnicas de verificacion y validación de sistemas electromecánicos. 3h
**Documentación y reporte de resultados. 3h"
IEM2306,"*Introducción
**Motivación a Ingeniería en Control
**Reseña histórica de la Teoría de Control
**Tipos de diseños de sistemas de control
**Integración de sistemas
*Principios de realimentación
**El objetivo del control
**Definición del problema de control
**Solución del problema de control vía inversión
**Realimentación con ganancia elevada e inversión
**De lazo abierto a lazo cerrado
**Compromisos en la elección de la ganancia de realimentación
*Modelos, señales y sistemas
**Modelos en control
**Linealización y escalamiento de variables
**Funciones transferencia y diagramas de bloques
**Obtención experimental de modelos
**Respuesta en frecuencia y diagramas de Bode
*Análisis de sistemas realimentados
**Estructuras de realimentación
**Funciones de sensibilidad
**Estabilidad a lazo cerrado en base al polinomio característico
**Estabilidad y análisis polinomial
**Lugar de las raíces
**Estabilidad y respuesta en frecuencia
**Estabilidad relativa: márgenes de estabilidad
**Robustez
*Control PID clásico
**Estructura PID
**Ajuste empírico
**Método de oscilación de Ziegler-Nichols
**Métodos basados en la respuesta al escalón
**Compensadores en atraso-adelanto
*Diseño básico de controladores SISO
**Enfoque polinomial
**Ajuste de PI y PID mediante asignación de polos
**El predictor de Smith
*Limitaciones fundamentales en control SISO
**Sensores
**Actuadores
**Perturbaciones
**Limitaciones debidas a errores en modelado
**Limitaciones estructurales
*Consideraciones estructurales en control SISO
**Modelos de perturbaciones y referencias determinísticas
**Principio del modelo interno para perturbaciones
**Principio del modelo interno para seguimiento de referencias
**Control en avance
**Aplicación industrial de control en avance
**Control en cascada"
IEM2307,"*Introducción al Mantenimiento Basado en Condición. 1 semana
**Conceptos básicos de Mantenimiento Predictivo y Mantenimiento Basado en Condición.
**Beneficios y aplicaciones en la industria.
*Tecnologías de Monitoreo Estado I. 2 semanas
**Análisis de vibraciones.
**Patrones de vibración.
**Espectros de frecuencia.
*Tecnologías de Monitoreo de Estado II. 4 semanas.
**Tribología (Análisis de aceite).
**Termografía.
**Ultrasonido
*Interpretación de Datos y Diagnóstico. 3 semanas.
**Análisis de datos de monitoreo.
**Identificación de patrones de deterioro.
**Diagnóstico de posibles fallas.
*Implementación de programas de MBC. 3 semanas
**Diseño de programas de MBC.
**Integración con sistemas de gestión de mantenimiento existentes.
**Planificación de recursos y presupuestos.
*Mantenimiento Basado en la Condición Avanzado. 2 semanas
**Tendencias y desarrollos actuales en MBC.
**Norma ISO 17359
**Uso de tecnologías emergentes y herramientas digitales.
**Inteligencia artificial y análisis predictivo."
IEM2309,"*Introducción a la Gestión de Energía. 
**Conceptos básicos y terminología.
**Importancia de la eficiencia energética.
*Balance de energía.
**Metodología paso a paso de un balance de energía en distintas fuentes energéticas (vapor, aire comprimido, electricidad, LPG).
*Descarbonización y Gestión Energética.
**Estrategias de descarbonización global.
**Impacto en la industria energética
*La Familia de Normas ISO 50000.
**Modelos de gestión de energía.
**Contribución de la famila de normas en la gestión energética.
**Implementación y certificación.
*Energías Renovables
**Tipos y fuentes de energías renovables.
**Integración de energías renovables en la gestión de energía.
*Evaluación y Mejora de la Eficiencia Energética.
**Herramientas y técnicas de auditoría energética.
**Mejoras y optimización de la eficiencia energética.
*Gestión Sostenible del Agua Potable.
**Principios de la gestión sostenible del agua.
**Normas AWWA: visión general, importancia y aplicación práctica.
**Tecnologías y prácticas para la eficiencia en el uso y tratamiento del agua.
**Sinergias entre la eficiencia energética y la gestión eficiente del agua.
*Políticas Energéticas y Regulaciones.
**Marco regulatorio internacional y nacional.
**Incentivos para la promoción de energías renovables y prácticas de sostenibilidad.
*Impacto Social y Económico de la Gestión de Energía.
**Beneficios económicos de la gestión eficiente de energía.
*Contribución a la sostenibilidad y responsabilidad social."
IEM2311,"*Redes de comunicación
**Modelo OSI y sus protocolos
**Protocolos de comunicación modelo TCP/IP. 
***Medios físicos y acceso a red. (Direccionamiento físico, MAC)
***Nivel de red (IP)
***Nivel de transporte (TCP)
***Nivel de aplicación 
**Protocolos de industriales y la pirámide de la automatización
***Redes de campo o sensores
***Redes de control
***Redes de supervisión
***Redes de Operación
***Redes de información
**Topologías de las redes.
**Simulación de redes de computadores
*Manipulación de señales digitales y/o analógicas en PLCs
**Comunicación entre PLCs
*Diseño de sistemas SCADA 
**Levantamiento de requerimientos.
**Definición de topología de red y protocolos.
**Desarrollo de bases de datos.
**Desarrollo de Interfaces gráficas.
**Integración de Interfaces con PLCS.
**Validación de los sistemas.
*Máquinas de visión basadas en cámaras inteligentes
**Levantamiento de requerimientos.
**Geometría de la adquisición de imágenes
***Selección del objetivo en función de la distancia focal, distancia de trabajo, escena y tamaño del sensor CCD.
***Distorsiones ópticas
**Selección del hardware en función de la resolución deseada.
**Tipo de iluminación y selección.
**Algoritmos de procesamiento, detección y segmentación enfocadas en:
***Detección defectos
***Clasificación de elementos.
***Control dimensional.
***Lectura de códigos barras, datamatrix.
***Detección de posición 
***Reconocimiento de caracteres alfanuméricos.
**Programación de la secuencia de inspección.
*Robots Industriales
**Tipos de robots manipuladores, AGV y AMR
***Grados de libertad.
***Cinemática del robot.
**Partes del Robots
**Planeación y calendarización.
**Lenguajes de programación: orientados en la tarea y en el robot.
**Simulación de programas.
**Practica de Robótica
*Modelado y simulación de procesos productivos
**Arboles de ensamble del producto
**Modelado matemático de celda o proceso
**Ambientes de simulación: Tecnomatrix o ARENA.
**Métricas de evaluación de rendimiento"
EM2102,"*Principios generales
**Que es mecánica
**Conceptos fundamentales 
**Unidades de Medición 
**Sistema Internacional de unidades
**Cálculos Numéricos
**Procedimiento general para el análisis
*Vectores fuerza
**Escalares y vectores
**Operaciones vectoriales
**Suma vectorial de fuerzas
**Suma de un sistema de fuerzas coplanares
**Vectores cartesianos
**Suma de vectores cartesianos 
**Vectores de posición
**Vector fuerza dirigido a lo largo de una línea
**Producto punto
*Equilibrio de una partícula
**Condiciones para el equilibrio de una partícula
**Diagrama Cuerpo Libre
**Sistemas de fuerzas Coplanares
**Sistemas de Fuerzas Tridimensionales
*Resultante de un Sistema de Fuerzas
**Momento de Una Fuerza, formulación escalar.
**Producto Cruz
**Momento de Una Fuerza, formulación vectorial
**Principio de Momentos
**Momento de una Fuerza con Respecto a un Eje Específico
**Momento de Un Par
**Simplificación de Un Sistema Fuerza Par (fuerza y un par, llave de torsión)
**Reducción de una Carga Distribuida a una puntua
*Equilibrio de un Cuerpo Rígido
**Condiciones para el Equilibrio de un Cuerpo Rígido
**Diagrama de Cuerpo Libre 
**Ecuaciones de Equilibrio
**Elementos a Dos Fuerzas y Tres Fuerzas
**Diagramas de Cuerpo Libre 3D
**Ecuaciones de Equilibrio 3D
**Restricciones y Determinación Estática 3D
*Análisis Estructural
**Armaduras Simples
**Método de Nodos
**Elementos de Fuerza Cero
**Método de Secciones
**Bastidores y Máquinas
**Cables
*Fuerzas Internas
**Cargas Internas desarrolladas en elementos estructurales
**Ecuaciones y Diagramas de Fuerza Cortante y Momento Flexionante
**Relaciones Entre Carga Distribuida, Fuerza Cortante y Momento Flexionante
**Fricción
**Fricción Seca
**Bandas Planas
**Cuñas
**Tornillos
**Chumaceras
**Resistencia al rodamiento
**Centroides
--Centro de Gravedad, centro de masa y centroide de un cuerpo
**Cuerpos Compuestos
**Teorema de Pappus y Guldinus
--Resultante de una carga general distribuida
--Momentos de inercia
**Definición de Momentos de Inercia para Áreas
**Teorema de los Ejes Paralelos para un Área
**Radio de Giro de un Área
**Momentos de Inercia para Áreas Compuestas
--Trabajo Virtual
"
EM2108,"*Intersección de Cuerpos Geométricos utilizando herramientas computacionales.
**Intersección entre cilindros; 
**Intersección entre prismas; 
**Intersección cono cilindro; 
**Intersección prisma cilindro; 
**Intersección cilindro esfera; 
**Intersección cilindro toro
*Desarrollos de cuerpos geométricos utilizando herramientas computacionales.
**Desarrollo del cono: Regular e irregular truncado y sin truncar 
**Desarrollo de la esfera (completa y truncada) 
**Desarrollo de la pirámide (completa y truncada)
**Desarrollo del cilindro (completo y truncado) 
**Desarrollo del prisma (completo y truncado)
*Dibujo Mecánico enfocado en conjuntos mecánicos
**Vistas auxiliares 
**Cortes simples y complejos, verticales, oblicuos e inclinados. 
**Cortes locales 
**Secciones separadas y superpuestas. 
**Elementos desplazados y escalas
*Sistema de Cálculo y selección de tolerancias y ajustes
**Tolerancias de dimensión y ajustes ISO 
**Tolerancias geométricas 
**Tolerancias de posición
*Representación de la rugosidad de las piezas mecánicas
**Parámetros relacionados con la rugosidad 
**Criterio para la selección de la rugosidad 
**Representación de la rugosidad
*Uniones Mecánicas
**Clasificación de los elementos roscados 
**Designación de las roscas y representación gráfica 
**Uniones remachadas 
**Uniones soldadas y su simbología 
**Lengüetas, chavetas y pasadores
*Conjuntos Mecánicos
**Representación de elementos mecánicos de aplicación general.
**Especificaciones técnicas 
**Despiece y planos de fabricación 
**Representación de elementos para la transmisión de torque. 
**Representación de bujes y rodamientos
*Instalaciones Industriales
**Simbología de tuberías y accesorios de aplicación en los sistemas de vapor.
**Simbología de líneas y accesorios eléctricos 
**Simbología de planos de obras civiles e industriales 
**Simbología de sistemas neumáticos 
**Representación gráfica de sistemas para el almacenamiento, bombeo y tratamiento de agua
**Simbología de sistemas hidráulicos 
**Representación gráfica de sistemas de trasiego de fluidos y electricidad
**Representación gráfica de instalaciones de almacenamiento de líquidos combustibles.
**Representación gráfica de instalaciones de almacenamiento de gases combustibles. 
**Representación gráfica de instalaciones de almacenamiento de líquidos o gases contaminantes o tóxicos. 
**Representación gráfica de sistemas de elevación (grúas, polipastos, etc) 
**Representación gráfica de sistemas estacionarios de transporte. 
**Representación de sistemas de aire acondicionado y refrigeración."
